loci_name,adjacent_genes_0kb_tss
chr5_111500000_111600000,C130026L21Rik
chr5_111600000_111700000,intergenic
chr5_111700000_111800000,E130006D01Rik; Gm16019; Gm36535
chr5_111800000_111900000,intergenic
chr5_111900000_112000000,Gm42488
chr5_112000000_112100000,intergenic
chr5_112100000_112200000,1700016B01Rik
chr5_112200000_112300000,1700028D13Rik; Miat; Gm26953; Cryba4; Crybb1; Tpst2
chr5_112300000_112400000,Tfip11; Srrd; Hps4; Gm6583; Gm20636; Asphd2
chr5_112400000_112500000,Gm6588
chr5_112500000_112600000,Sez6l; Gm27004; 1700034G24Rik
chr5_112600000_112700000,Gm42864; Gm42865
chr5_112700000_112800000,1700095B10Rik
chr5_112800000_112900000,Myo18b
chr5_112900000_113000000,intergenic
chr5_113000000_113100000,Grk3; Crybb2; Crybb3
chr5_113100000_113200000,Gm42161
chr5_113200000_113300000,2900026A02Rik; Tmem211
chr5_113300000_113400000,Sgsm1; Aym1
chr5_113400000_113500000,Wscd2
chr5_113500000_113600000,intergenic
chr5_113600000_113700000,Cmklr1
chr5_113700000_113800000,1700069L16Rik; Ficd; Sart3; Iscu
chr5_113800000_113900000,Tmem119; Selplg; Gm17122
chr5_113900000_114000000,Coro1c; Gm42797; Ssh1
chr5_114000000_114100000,Dao; Svop; Usp30
chr5_114100000_114200000,Alkbh2; Ung; Acacb
chr5_114200000_114300000,Foxn4; Myo1h
chr5_114300000_114400000,Kctd10; Ube3b
chr5_114400000_114500000,Mmab; Mvk
chr5_114500000_114600000,Fam222a
chr5_114600000_114700000,Trpv4; Gltp
chr5_114700000_114800000,Tchp; Gm42789; Git2; Ankrd13a
chr5_114800000_114900000,1500011B03Rik; 4930519G04Rik; Gm9936; Oasl2
chr5_114900000_115000000,Gm13822; Oasl1; 2210016L21Rik; Hnf1a; Hnf1aos1
chr5_115000000_115100000,Sppl3; Gm10401
chr5_115100000_115200000,Acads; Unc119b; Mlec; Cabp1
chr5_115200000_115300000,Pop5; Rnf10; Coq5
chr5_115300000_115400000,Dynll1; Gm13830; Srsf9; Gatc; Triap1; Cox6a1; Gm42903; 4930401G09Rik; Gm13832
chr5_115400000_115500000,Msi1; 4930430O22Rik; Pla2g1b; Sirt4
chr5_115500000_115600000,Pxn; Rplp0
chr5_115600000_115700000,1110006O24Rik; Rab35
chr5_115700000_115800000,Bicdl1
chr5_115800000_115900000,Cit
chr5_115900000_116000000,intergenic
chr5_116000000_116100000,Gm14508; Prkab1; Gm13842; Tmem233
chr5_116100000_116200000,C330018A13Rik
chr5_116200000_116300000,Ccdc60; Gm14507; Gm13837
chr5_116300000_116400000,Gm13839; Gm13838; B230112J18Rik
chr5_116400000_116500000,Hspb8; Srrm4os
chr5_116500000_116600000,Srrm4
chr5_116600000_116700000,intergenic
chr5_116700000_116800000,intergenic
chr5_116800000_116900000,Gm43122
chr5_116900000_117000000,intergenic
chr5_117000000_117100000,intergenic
chr5_117100000_117200000,Suds3; 9530046B11Rik; Taok3
chr5_117200000_117300000,Pebp1
chr5_117300000_117400000,BC051077; Gm10399; Vsig10; Wsb2; Rfc5; Gm15728
chr5_117400000_117500000,Ksr2
chr5_117500000_117600000,intergenic
chr5_117600000_117700000,intergenic
chr5_117700000_117800000,Nos1
chr5_117800000_117900000,intergenic
chr5_117900000_118000000,Gm26995; Fbxo21
chr5_118000000_118100000,Tesc; Gm9754
chr5_118100000_118200000,Fbxw8; Hrk
chr5_118200000_118300000,Rnft2; 2410131K14Rik
chr5_118300000_118400000,Gm28563
chr5_118400000_118500000,intergenic
chr5_118500000_118600000,Med13l
chr5_118600000_118700000,intergenic
chr5_118700000_118800000,intergenic
chr5_118800000_118900000,intergenic
chr5_118900000_119000000,Gm43342; 4930413E15Rik
chr5_119000000_119100000,intergenic
chr5_119100000_119200000,1700081H04Rik
chr5_119200000_119300000,intergenic
chr5_119300000_119400000,intergenic
chr5_119400000_119500000,intergenic
chr5_119500000_119600000,Gm31314
chr5_119600000_119700000,Tbx3os1; Gm16063; Gm16064; Tbx3
chr5_119700000_119800000,intergenic
chr5_119800000_119900000,Tbx5
chr5_119900000_120000000,intergenic
chr5_120000000_120100000,intergenic
chr5_120100000_120200000,Rbm19; Gm10390
chr5_120200000_120300000,intergenic
chr5_120300000_120400000,intergenic
chr5_120400000_120500000,Gm27199; Lhx5; Sdsl; Sds; Gm15690
chr5_120500000_120600000,Plbd2; Slc8b1; Tpcn1; Iqcd
chr5_120600000_120700000,Rita1; Ddx54; Gm43579; Cfap73; Rasal1
chr5_120700000_120800000,Dtx1; Oas2; Oas3; Gm43069
chr5_120800000_120900000,Oas1c; Oas1f; Oas1h; Oas1g
chr5_120900000_121000000,Oas1a; Oas1d
chr5_121000000_121100000,Rph3a
chr5_121100000_121200000,Ptpn11
chr5_121200000_121300000,Rpl6; Hectd4
chr5_121300000_121400000,Trafd1; Gm42917; Naa25
chr5_121400000_121500000,Erp29; Tmem116
chr5_121500000_121600000,Adam1b; Adam1a; Mapkapk5; Aldh2
chr5_121600000_121700000,Acad12; Acad10; Brap
chr5_121700000_121800000,Atxn2; Gm16552
chr5_121800000_121900000,Sh2b3
chr5_121900000_122000000,intergenic
chr5_122000000_122100000,Cux2; Gm3970; Gm15637
chr5_122100000_122200000,Myl2; Ccdc63; Ppp1cc
chr5_122200000_122300000,Hvcn1; Tctn1; Pptc7
chr5_122300000_122400000,Rad9b; Vps29; Fam216a; Gpn3; Arpc3
chr5_122400000_122500000,Anapc7
chr5_122500000_122600000,Atp2a2; Gm43301
chr5_122600000_122700000,Ift81; P2rx7
chr5_122700000_122800000,P2rx4; Camkk2
chr5_122800000_122900000,Anapc5; Rnf34
chr5_122900000_123000000,Kdm2b; A930024E05Rik
chr5_123000000_123100000,Gm2479; Orai1; Morn3; Tmem120b
chr5_123100000_123200000,Gm38102; 4932422M17Rik; Setd1b; Psmd9
chr5_123200000_123300000,Wdr66
chr5_123300000_123400000,Gm15857; Gm15860; Bcl7a; Gm15747; Mlxip
chr5_123400000_123500000,Il31; Lrrc43
chr5_123500000_123600000,Diablo; B3gnt4; Gm49027; Vps33a
chr5_123600000_123700000,Clip1
chr5_123700000_123800000,Zcchc8; Rsrc2; Kntc1
chr5_123800000_123900000,intergenic
chr5_123900000_124000000,Denr; Gm43518; Ccdc62; Hip1r
chr5_124000000_124100000,Vps37b; Gm34086; Gm43661; Abcb9
chr5_124100000_124200000,Gm16001; Ogfod2; Arl6ip4; Pitpnm2os2
chr5_124200000_124300000,Pitpnm2; Pitpnm2os1; Gm42425
chr5_124300000_124400000,Mphosph9; 2810006K23Rik; Cdk2ap1
chr5_124400000_124500000,Sbno1; Kmt5a; Rilpl2; Snrnp35
chr5_124500000_124600000,Rilpl1; Tmed2; Ddx55; Eif2b1; Gtf2h3
chr5_124600000_124700000,Atp6v0a2
chr5_124700000_124800000,4930404A12Rik; Dnah10
chr5_124800000_124900000,Ccdc92; Zfp664
chr5_124900000_125000000,intergenic
chr5_125000000_125100000,Rflna; Gm42838; Gm42839
chr5_125100000_125200000,Ncor2
chr5_125200000_125300000,Gm32585
chr5_125300000_125400000,Scarb1; Gm40323; Ubc; Gm10382
chr5_125400000_125500000,Dhx37; Bri3bp; Aacs
chr5_125500000_125600000,Tmem132b
chr5_125600000_125700000,intergenic
chr5_125700000_125800000,intergenic
chr5_125800000_125900000,intergenic
chr5_125900000_126000000,1700048F04Rik; Gm42952
chr5_126000000_126100000,intergenic
chr5_126100000_126200000,intergenic
chr5_126200000_126300000,intergenic
chr5_126300000_126400000,intergenic
chr5_126400000_126500000,intergenic
chr5_126500000_126600000,intergenic
chr5_126600000_126700000,intergenic
chr5_126700000_126800000,1700081B01Rik; Gm33347
chr5_126800000_126900000,Gm42953; Gm40331
chr5_126900000_127000000,intergenic
chr5_127000000_127100000,4933438B17Rik
chr5_127100000_127200000,4930572K03Rik
chr5_127200000_127300000,Tmem132c; Tmem132cos
chr5_127300000_127400000,intergenic
chr5_127400000_127500000,intergenic
chr5_127500000_127600000,Gm42980
chr5_127600000_127700000,Slc15a4; Glt1d1
chr5_127700000_127800000,intergenic
chr5_127800000_127900000,intergenic
chr5_127900000_128000000,intergenic
chr5_128000000_128100000,intergenic
chr5_128100000_128200000,intergenic
chr5_128200000_128300000,intergenic
chr5_128300000_128400000,Gm42817
chr5_128400000_128500000,Tmem132d; Gm42495; Gm42500
chr5_128500000_128600000,intergenic
chr5_128600000_128700000,Fzd10
chr5_128700000_128800000,Piwil1; Gm42875
chr5_128800000_128900000,intergenic
chr5_128900000_129000000,Rimbp2
chr5_129000000_129100000,Stx2; Ran; Adgrd1
chr5_129100000_129200000,intergenic
chr5_129200000_129300000,intergenic
chr5_129300000_129400000,Gm43001
chr5_129400000_129500000,intergenic
chr5_129500000_129600000,Sfswap; Mmp17
chr5_129600000_129700000,Zfp11
chr5_129700000_129800000,Mrps17; Nipsnap2; Psph
chr5_129800000_129900000,Sumf2; Phkg1; Zbed5
chr5_129900000_130000000,Nupr1l; Vkorc1l1
chr5_130000000_130100000,Gusb; Asl; Crcp; Tpst1
chr5_130100000_130200000,Kctd7; Rabgef1
chr5_130200000_130300000,Tmem248; Gm6598; Sbds; Tyw1
chr5_130300000_130400000,Caln1; A330070K13Rik
chr5_130400000_130500000,intergenic
chr5_130500000_130600000,intergenic
chr5_130600000_130700000,intergenic
chr5_130700000_130800000,intergenic
chr5_130800000_130900000,intergenic
chr5_130900000_131000000,intergenic
chr5_131000000_131100000,intergenic
chr5_131100000_131200000,intergenic
chr5_131200000_131300000,intergenic
chr5_131300000_131400000,Galnt17
chr5_131400000_131500000,Gm29681
chr5_131500000_131600000,intergenic
chr5_131600000_131700000,intergenic
chr5_131700000_131800000,intergenic
chr5_131800000_131900000,intergenic
chr5_131900000_132000000,intergenic
chr5_132000000_132100000,intergenic
chr5_132100000_132200000,intergenic
chr5_132200000_132300000,intergenic
chr5_132300000_132400000,intergenic
chr5_132400000_132500000,intergenic
chr5_132500000_132600000,Auts2; Gm42626
chr5_132600000_132700000,intergenic
chr5_132700000_132800000,intergenic
chr5_132800000_132900000,intergenic
chr5_132900000_133000000,intergenic
chr5_133000000_133100000,intergenic
chr5_133100000_133200000,intergenic
chr5_133200000_133300000,intergenic
chr5_133300000_133400000,intergenic
chr5_133400000_133500000,intergenic
chr5_133500000_133600000,Gm36667
chr5_133600000_133700000,intergenic
chr5_133700000_133800000,intergenic
chr5_133800000_133900000,intergenic
chr5_133900000_134000000,intergenic
chr5_134000000_134100000,Gm15627
chr5_134100000_134200000,Rcc1l; Gtf2ird2
chr5_134200000_134300000,Ncf1
chr5_134300000_134400000,Gtf2i
chr5_134400000_134500000,Gtf2ird1; Gm42882
chr5_134500000_134600000,Clip2; Gm42884; Rfc2
chr5_134600000_134700000,Lat2; Eif4h; Limk1; Gm10369
chr5_134700000_134800000,Eln; Gm30003
chr5_134800000_134900000,intergenic
chr5_134900000_135000000,Tmem270; Mettl27; Cldn3
chr5_135000000_135100000,Wbscr25; Abhd11; Stx1a; Bud23; Dnajc30; Vps37d; Mlxipl
chr5_135100000_135200000,Tbl2; Bcl7b; Baz1b
chr5_135200000_135300000,Fzd9
chr5_135300000_135400000,Fkbp6; Trim50; Nsun5; Pom121
chr5_135400000_135500000,intergenic
chr5_135500000_135600000,Hip1; Ccl26; Ccl24
chr5_135600000_135700000,Rhbdd2; Gm43091; Por
chr5_135700000_135800000,Tmem120a; Styxl1; Mdh2
chr5_135800000_135900000,Srrm3; Srrm3os; Hspb1
chr5_135900000_136000000,Ywhag; Ssc4d; Zp3; Dtx2
chr5_136000000_136100000,Upk3b; Upk3bl; Rasa4
chr5_136100000_136200000,Gm15701; Polr2j; Gm43604; Lrwd1; Alkbh4; Orai2; Prkrip1
chr5_136200000_136300000,Sh2b2; Gm16599
chr5_136300000_136400000,intergenic
chr5_136400000_136500000,intergenic
chr5_136500000_136600000,Cux1
chr5_136600000_136700000,Myl10
chr5_136700000_136800000,intergenic
chr5_136800000_136900000,Col26a1
chr5_136900000_137000000,Ift22; 4933404O12Rik; Fis1; Cldn15; Znhit1; Plod3
chr5_137000000_137100000,Vgf; Ap1s1; Serpine1
chr5_137100000_137200000,Trim56; Muc3; Gm3054; Gm40348
chr5_137200000_137300000,Muc3a; Gm42456; Ache; Ufsp1
chr5_137300000_137400000,Srrt; Trip6; Slc12a9; Ephb4
chr5_137400000_137500000,Zan
chr5_137500000_137600000,Epo; 9130604C24Rik; Gm8066; Gigyf1; Gnb2; Gm17112; Actl6b; Tfr2
chr5_137600000_137700000,Mospd3; Pcolce; Fbxo24; Gm36266; Lrch4; Gm20605; Sap25; Irs3; Agfg2; Gm15498
chr5_137700000_137800000,Nyap1; Tsc22d4; Ppp1r35; Mepce; Zcwpw1
chr5_137800000_137900000,Pilra; Gm36551
chr5_137900000_138000000,Cyp3a13; Gjc3; Azgp1
chr5_138000000_138100000,Smok3b; Smok3c; Zkscan1
chr5_138100000_138200000,Zscan21; Zfp113; Cops6; Mcm7; Ap4m1; Taf6; Cnpy4; Mblac1
chr5_138200000_138300000,Gm454; Nxpe5; Lamtor4; 6330418K02Rik; Gal3st4; Gm43720; Stag3
chr5_138300000_138400000,Gm10874
chr5_138400000_138500000,Zfp157
chr5_138500000_138600000,1700123K08Rik
chr5_138600000_138700000,Zfp68; A430033K04Rik
chr5_138700000_138800000,Fam20c
chr5_138800000_138900000,intergenic
chr5_138900000_139000000,Pdgfa; 6330403L08Rik
chr5_139000000_139100000,intergenic
chr5_139100000_139200000,Prkar1b; Dnaaf5
chr5_139200000_139300000,Sun1; 4930520M14Rik; Get4
chr5_139300000_139400000,Adap1; Cox19; Cyp2w1; Gpr146
chr5_139400000_139500000,3110082I17Rik; C130050O18Rik; Gper1; Zfand2a
chr5_139500000_139600000,4930500L23Rik; Uncx
chr5_139600000_139700000,intergenic
chr5_139700000_139800000,Micall2; Ints1; Mafk
chr5_139800000_139900000,Tmem184a; Gm26938; Psmg3; Gm42423
chr5_139900000_140000000,Elfn1
chr5_140000000_140100000,Gm16122
chr5_140100000_140200000,Gm16121
chr5_140200000_140300000,Gm16120
chr5_140300000_140400000,Mad1l1; Nudt1; Mrm2; Snx8
chr5_140400000_140500000,Eif3b; Gm4869
chr5_140500000_140600000,Chst12
chr5_140600000_140700000,Lfng; Ttyh3
chr5_140700000_140800000,Iqce; Brat1; Amz1
chr5_140800000_140900000,Gna12
chr5_140900000_141000000,intergenic
chr5_141000000_141100000,Card11
chr5_141100000_141200000,intergenic
chr5_141200000_141300000,Sdk1
chr5_141300000_141400000,Gm16035
chr5_141400000_141500000,intergenic
chr5_141500000_141600000,intergenic
chr5_141600000_141700000,Gm16036
chr5_141700000_141800000,intergenic
chr5_141800000_141900000,intergenic
chr5_141900000_142000000,intergenic
chr5_142000000_142100000,intergenic
chr5_142100000_142200000,intergenic
chr5_142200000_142300000,intergenic
chr5_142300000_142400000,intergenic
chr5_142400000_142500000,Foxk1; Ap5z1
chr5_142500000_142600000,Radil
chr5_142600000_142700000,Mmd2; Wipi2; Slc29a4
chr5_142700000_142800000,intergenic
chr5_142800000_142900000,Tnrc18; Fbxl18
chr5_142900000_143000000,Actb; Fscn1
chr5_143000000_143100000,intergenic
chr5_143100000_143200000,Rnf216; Olfr718-ps1; Rbak; Spdye4b
chr5_143200000_143300000,Spdye4a; 4930448H16Rik; Zfp12; Zfp316; BC030343; Zfp853
chr5_143300000_143400000,E130309D02Rik; Zdhhc4; 0610040B10Rik; Grid2ip
chr5_143400000_143500000,Gm20635; Kdelr2; Daglb
chr5_143500000_143600000,Rac1; Fam220a
chr5_143600000_143700000,Cyth3
chr5_143700000_143800000,Usp42; D130017N08Rik
chr5_143800000_143900000,Eif2ak1; Ankrd61
chr5_143900000_144000000,Aimp2; Pms2; Gm17135; Rsph10b
chr5_144000000_144100000,Ccz1; Ocm
chr5_144100000_144200000,Lmtk2; Bhlha15
chr5_144200000_144300000,Tecpr1; 2900089D17Rik; Bri3
chr5_144300000_144400000,Baiap2l1
chr5_144400000_144500000,intergenic
chr5_144500000_144600000,Nptx2
chr5_144600000_144700000,intergenic
chr5_144700000_144800000,Tmem130; Trrap
chr5_144800000_144900000,intergenic
chr5_144900000_145000000,Smurf1
chr5_145000000_145100000,Kpna7; Arpc1a
chr5_145100000_145200000,Arpc1b; Pdap1; Bud31; Ptcd1; Cpsf4; Atp5j2
chr5_145200000_145300000,Zkscan14; Zkscan5; Zfp655; Zscan25
chr5_145300000_145400000,Cyp3a57
chr5_145400000_145500000,Cyp3a16
chr5_145500000_145600000,Cyp3a41b
chr5_145600000_145700000,intergenic
chr5_145700000_145800000,Cyp3a41a
chr5_145800000_145900000,Cyp3a44; Cyp3a11
chr5_145900000_146000000,intergenic
chr5_146000000_146100000,Cyp3a25; Cyp3a59
chr5_146100000_146200000,1700001J03Rik; B230303O12Rik
chr5_146200000_146300000,Gm43625; Rnf6; Cdk8
chr5_146300000_146400000,Wasf3
chr5_146400000_146500000,Gm6408
chr5_146500000_146600000,Gpr12
chr5_146600000_146700000,Gm34333
chr5_146700000_146800000,Usp12; 1700041I07Rik
chr5_146800000_146900000,Rpl21; Rasl11a
chr5_146900000_147000000,Gtf3a; Mtif3
chr5_147000000_147100000,Lnx2; Polr1d
chr5_147100000_147200000,intergenic
chr5_147200000_147300000,Plut
chr5_147300000_147400000,Urad; Gm26597
chr5_147400000_147500000,Flt3; D5Ertd605e; Pan3
chr5_147500000_147600000,intergenic
chr5_147600000_147700000,intergenic
chr5_147700000_147800000,Flt1; Gm43156
chr5_147800000_147900000,Pomp; Slc46a3
chr5_147900000_148000000,Gm15721; Mtus2
chr5_148000000_148100000,intergenic
chr5_148100000_148200000,intergenic
chr5_148200000_148300000,intergenic
chr5_148300000_148400000,Slc7a1
chr5_148400000_148500000,intergenic
chr5_148500000_148600000,Ubl3
chr5_148600000_148700000,intergenic
chr5_148700000_148800000,Gm36186; 4930505K14Rik
chr5_148800000_148900000,Gm15407
chr5_148900000_149000000,Katnal1; Gm42791; Gm15406; 8430423G03Rik; Gm15409
chr5_149000000_149100000,Gm15408
chr5_149100000_149200000,Hmgb1; Gm42787; Gm42788; Gm43332; Uspl1
chr5_149200000_149300000,2310047D07Rik; Gm29264; Alox5ap; Gm19719
chr5_149300000_149400000,BC028471
chr5_149400000_149500000,Medag; Gm43151; Gm43150; Tex26
chr5_149500000_149600000,Gm15997; Wdr95
chr5_149600000_149700000,Hsph1; Gm20005; B3glct
chr5_149700000_149800000,intergenic
chr5_149800000_149900000,intergenic
chr5_149900000_150000000,intergenic
chr5_150000000_150100000,Rxfp2; Gm42557
chr5_150100000_150200000,Fry
chr5_150200000_150300000,Gm42556
chr5_150300000_150400000,intergenic
chr5_150400000_150500000,intergenic
chr5_150500000_150600000,Gm5; Zar1l; Brca2; Gm42529; Gm43690; N4bp2l1; Gm43598
chr5_150600000_150700000,Gm43597; N4bp2l2; Pds5b
chr5_150700000_150800000,intergenic
chr5_150800000_150900000,Gm36447; Gm43298
chr5_150900000_151000000,Kl
chr5_151000000_151100000,intergenic
chr5_151100000_151200000,intergenic
chr5_151200000_151300000,Stard13; 5430435K18Rik
chr5_151300000_151400000,intergenic
chr5_151400000_151500000,Gm42906
chr5_151500000_151600000,intergenic
chr5_151600000_151700000,Vmn2r18; Rfc3; Gm43129
chr5_151700000_151800000,intergenic
chr5_151800000_151834684,intergenic
chr6_0_100000,intergenic
chr6_100000_200000,intergenic
chr6_200000_300000,intergenic
chr6_300000_400000,intergenic
chr6_400000_500000,intergenic
chr6_500000_600000,intergenic
chr6_600000_700000,intergenic
chr6_700000_800000,intergenic
chr6_800000_900000,intergenic
chr6_900000_1000000,intergenic
chr6_1000000_1100000,intergenic
chr6_1100000_1200000,intergenic
chr6_1200000_1300000,intergenic
chr6_1300000_1400000,intergenic
chr6_1400000_1500000,intergenic
chr6_1500000_1600000,intergenic
chr6_1600000_1700000,intergenic
chr6_1700000_1800000,intergenic
chr6_1800000_1900000,intergenic
chr6_1900000_2000000,intergenic
chr6_2000000_2100000,intergenic
chr6_2100000_2200000,intergenic
chr6_2200000_2300000,intergenic
chr6_2300000_2400000,intergenic
chr6_2400000_2500000,intergenic
chr6_2500000_2600000,intergenic
chr6_2600000_2700000,intergenic
chr6_2700000_2800000,intergenic
chr6_2800000_2900000,intergenic
chr6_2900000_3000000,intergenic
chr6_3000000_3100000,intergenic
chr6_3100000_3200000,intergenic
chr6_3200000_3300000,Gm8579
chr6_3300000_3400000,Samd9l
chr6_3400000_3500000,Hepacam2; Vps50
chr6_3500000_3600000,intergenic
chr6_3600000_3700000,intergenic
chr6_3700000_3800000,Calcr
chr6_3800000_3900000,intergenic
chr6_3900000_4000000,Tfpi2
chr6_4000000_4100000,Gng11; 4930528H21Rik; Bet1
chr6_4100000_4200000,intergenic
chr6_4200000_4300000,intergenic
chr6_4300000_4400000,intergenic
chr6_4400000_4500000,intergenic
chr6_4500000_4600000,Col1a2
chr6_4600000_4700000,Casd1
chr6_4700000_4800000,Sgce; Peg10
chr6_4800000_4900000,Gm20714
chr6_4900000_5000000,Ppp1r9a
chr6_5000000_5100000,intergenic
chr6_5100000_5200000,Pon1
chr6_5200000_5300000,Pon3; Pon2
chr6_5300000_5400000,Asb4
chr6_5400000_5500000,Pdk4
chr6_5500000_5600000,intergenic
chr6_5600000_5700000,intergenic
chr6_5700000_5800000,Dync1i1
chr6_5800000_5900000,intergenic
chr6_5900000_6000000,1700019G24Rik
chr6_6000000_6100000,intergenic
chr6_6100000_6200000,intergenic
chr6_6200000_6300000,Slc25a13; Gm20619
chr6_6300000_6400000,intergenic
chr6_6400000_6500000,Gm20617; Gm20685
chr6_6500000_6600000,Sem1
chr6_6600000_6700000,Gm20618
chr6_6700000_6800000,intergenic
chr6_6800000_6900000,Dlx6os1; Dlx6; Dlx5
chr6_6900000_7000000,Gm26774; Sdhaf3
chr6_7000000_7100000,intergenic
chr6_7100000_7200000,intergenic
chr6_7200000_7300000,intergenic
chr6_7300000_7400000,Gm19272
chr6_7400000_7500000,intergenic
chr6_7500000_7600000,Tac1
chr6_7600000_7700000,Asns
chr6_7700000_7800000,1700012J15Rik
chr6_7800000_7900000,C1galt1
chr6_7900000_8000000,intergenic
chr6_8000000_8100000,intergenic
chr6_8100000_8200000,Col28a1
chr6_8200000_8300000,Mios; Rpa3; Umad1; Gm45062
chr6_8300000_8400000,Gm16055
chr6_8400000_8500000,Gm16043
chr6_8500000_8600000,Glcci1
chr6_8600000_8700000,intergenic
chr6_8700000_8800000,Ica1
chr6_8800000_8900000,intergenic
chr6_8900000_9000000,Nxph1
